PlayerID,Season,TeamID,PlayerName
653508,2019,1101,BJ_MAXWELL
653509,2019,1101,CHASE_COBB
653510,2019,1101,CLAY_GAYMAN
653511,2019,1101,DAMIEN_DANIELS
653512,2019,1101,HAYDEN_FARQUHAR
653513,2019,1101,JALONE_FRIDAY
653514,2019,1101,JAREN_LEWIS
653515,2019,1101,JAYLEN_FRANKLIN
653516,2019,1101,JOE_PLEASANT
653517,2019,1101,KOLTON_KOHL
653518,2019,1101,PAUL_HIEPLER
653519,2019,1101,PAYTEN_RICKS
653520,2019,1101,TEAM
653521,2019,1101,TOBIAS_CAMERON
653522,2019,1101,TREY_LENOX
653523,2019,1102,ABE_KINRADE
653524,2019,1102,AJ_WALKER
653525,2019,1102,AMEKA_AKAYA
653526,2019,1102,BRYCE_HUGHES
653527,2019,1102,CALEB_MORRIS
653528,2019,1102,CHARLIE_OBRIANT
653529,2019,1102,CHRISTOPHER_JOYCE
653530,2019,1102,ISAAC_MONSON
653531,2019,1102,JAMES_EDWARDS
653532,2019,1102,KEATON_VAN_SOELEN
653533,2019,1102,LAVELLE_SCOTTIE
653534,2019,1102,LESEAN_BROWN
653535,2019,1102,NICK_RENE
653536,2019,1102,PERVIS_LOUDER
653537,2019,1102,RYAN_SWAN
653538,2019,1102,SID_TOMES
653539,2019,1102,TEAM
653540,2019,1102,ZACH_COUPER
653541,2019,1103,CHANNEL_BANKS
653542,2019,1103,DANIEL_UTOMI
653543,2019,1103,DENG_RIAK
653544,2019,1103,EMMANUEL_OLOJAKPOKE
653545,2019,1103,JADEN_SAYLES
653546,2019,1103,JAKE_FISCHER
653547,2019,1103,JEREMY_ROSCOE
653548,2019,1103,JIMOND_IVEY
653549,2019,1103,LEPEAR_TOLES
653550,2019,1103,LOREN_CRISTIAN_JACKSON
653551,2019,1103,MARK_KOSTELAC
653552,2019,1103,MARQUELLE_MCINTYRE
653553,2019,1103,SCOTT_WALTER
653554,2019,1103,TEAM
653555,2019,1103,TYLER_CHEESE
653556,2019,1104,ALEX_REESE
653557,2019,1104,AVERY_JOHNSON_JR
653558,2019,1104,BRITTON_JOHNSON
653559,2019,1104,DANIEL_GIDDENS
653560,2019,1104,DAZON_INGRAM
653561,2019,1104,DONTA_HALL
653562,2019,1104,GALIN_SMITH
653563,2019,1104,HERBERT_JONES
653564,2019,1104,JOHN_PETTY
653565,2019,1104,KIRA_LEWIS_JR_
653566,2019,1104,LAWSON_SCHAFFER
653567,2019,1104,RILEY_NORRIS
653568,2019,1104,TEAM
653569,2019,1104,TEVIN_MACK
653570,2019,1104,TYLER_BARNES
653571,2019,1105,AMARI_GOULBOURNE
653572,2019,1105,ANDRE_KENNEDY
653573,2019,1105,ARTHUR_JOHNSON
653574,2019,1105,BRANDON_HOUSTON
653575,2019,1105,BRANDON_MILLER
653576,2019,1105,BRANDON_POWELL
653577,2019,1105,BRANDON_WRIGHT
653578,2019,1105,DENNIS_STALLINGS_JR
653579,2019,1105,EVAN_WILEY
653580,2019,1105,GERRON_SCISSUM
653581,2019,1105,JALEN_REEDER
653582,2019,1105,SHAQUILLE_SEVILLE
653583,2019,1105,TEAM
653584,2019,1105,TRE_TODD
653585,2019,1105,WALTER_JONES_JR
653586,2019,1106,AJ_FARRAR
653587,2019,1106,AUSTIN_ROGERS
653588,2019,1106,AZARIAH_SEAY
653589,2019,1106,BRANDEN_JOHNSON
653590,2019,1106,ED_JONES
653591,2019,1106,FAUSTO_PICHARDO
653592,2019,1106,GENE_DAVIS
653593,2019,1106,JACOBY_ROSS
653594,2019,1106,KEVIN_HOLSTON
653595,2019,1106,LEON_DANIELS
653596,2019,1106,REGINALD_GEE
653597,2019,1106,TEAM
653598,2019,1106,THERRELL_GOSIER
653599,2019,1106,TOBI_EWUOSHO
653600,2019,1107,ADAM_LULKA
653601,2019,1107,AHMAD_CLARK
653602,2019,1107,ANTONIO_RIZZUTO
653603,2019,1107,BRENT_HANK
653604,2019,1107,CAMERON_HEALY
653605,2019,1107,DEVONTE_CAMPBELL
653606,2019,1107,KENDALL_LAUDERDALE
653607,2019,1107,MALACHI_DE_SOUSA
653608,2019,1107,NICK_FRUSCIO
653609,2019,1107,PHILIP_FLORY
653610,2019,1107,RAYSHAWN_MILLER
653611,2019,1107,REECE_BROOKS
653612,2019,1107,SASHA_FRENCH
653613,2019,1107,TEAM
653614,2019,1108,ALONZO_CAMPBELL
653615,2019,1108,DAVID_ROBINSON
653616,2019,1108,DESHAW_ANDREWS
653617,2019,1108,DEVON_BREWER
653618,2019,1108,HAROLD_GIVENS
653619,2019,1108,JAEL_SCOTT
653620,2019,1108,JONATHAN_FLOYD
653621,2019,1108,KHARI_JABRIEL_ALLEN
653622,2019,1108,KOBE_WILSON
653623,2019,1108,MAURICE_HOWARD
653624,2019,1108,NOAH_PLAIN
653625,2019,1108,REGINAL_JOHNSON
653626,2019,1108,TEAM
653627,2019,1108,TROYMAIN_CROSBY
653628,2019,1108,TYQUAYLON_SMITH
653629,2019,1110,CHEIKH_DIALLO
653630,2019,1110,CHRISTIAN_SUTTON
653631,2019,1110,JACOB_BOONYASITH
653632,2019,1110,JESSE_LITTLE
653633,2019,1110,JOSH_ALEXANDER
653634,2019,1110,JUSTIN_PEREZ
653635,2019,1110,LARRY_MOTUZIS
653636,2019,1110,MARK_GASPERINI
653637,2019,1110,MARVIN_BRAGG
653638,2019,1110,MATT_CIMINO
653639,2019,1110,SAEED_NELSON
653640,2019,1110,SAM_IORIO
653641,2019,1110,STACY_BECKTON_JR
653642,2019,1110,TEAM
653643,2019,1110,YILRET_YILJEP
653644,2019,1111,ADRIAN_DELPH
653645,2019,1111,BENNETT_HOLLEY
653646,2019,1111,BREKI_GYLFASON
653647,2019,1111,HUNTER_SEACAT
653648,2019,1111,ISAAC_JOHNSON
653649,2019,1111,JAKE_WILSON
653650,2019,1111,JOSEPH_BATTLE
653651,2019,1111,JUSTIN_FORREST
653652,2019,1111,KEVIN_KERLEY
653653,2019,1111,MICHAEL_BIBBY
653654,2019,1111,NICK_HOUGH
653655,2019,1111,OSHOWEN_WILLIAMS
653656,2019,1111,RONSHAD_SHABAZZ
653657,2019,1111,TEAM
653658,2019,1111,TREY_FORD
653659,2019,1111,TYRELL_JOHNSON
653660,2019,1112,ALEC_SPENCE
653661,2019,1112,ALEX_BARCELLO
653662,2019,1112,BRANDON_RANDOLPH
